region,rounded_price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_range
los angeles,11000,1956,dodge,desoto fireflight,excellent,8,gas,automatic,rwd,coupe,50k-100k
others,4000,2004,cadillac,escalade,good,5,gas,automatic,4wd,sedan,200k-300k
others,4000,2013,dodge,avenger,good,4,gas,automatic,fwd,sedan,100k-150k
others,10000,2008,toyota,avalon,excellent,6,gas,automatic,rwd,sedan,200k-300k
central NJ,6000,1988,others,firebird,good,8,gas,automatic,rwd,coupe,50k-100k
others,20000,1978,bmw,f-150,fair,6,gas,automatic,4wd,sedan,50k-100k
others,6000,2013,ford,c-max energi sel,excellent,4,hybrid,automatic,fwd,hatchback,100k-150k
others,10000,2011,hyundai,tucson,good,4,gas,automatic,4wd,SUV,100k-150k
others,24000,2019,gmc,terrain,good,4,gas,automatic,4wd,SUV,50k-100k
south florida,36000,2018,ford,f150 super cab xlt pickup,good,6,gas,other,4wd,pickup,20k-50k
others,31000,2019,ford,ranger supercrew xl pickup,good,5,other,other,4wd,pickup,0-20k
others,21000,2013,acura,mdx sport utility 4d,good,6,gas,other,4wd,SUV,50k-100k
"washington, DC",25000,2014,gmc,sierra,good,5,gas,automatic,4wd,pickup,100k-150k
others,42000,2021,mercedes-benz,gla,good,5,gas,automatic,4wd,sedan,0-20k
tucson,7000,2014,honda,accord lx sedan 4d,excellent,4,gas,automatic,4wd,sedan,100k-150k
others,31000,2017,toyota,tundra double cab sr,good,8,gas,other,4wd,pickup,20k-50k
others,20000,2018,ford,super duty f-250 srw,good,5,diesel,automatic,4wd,pickup,20k-50k
sacramento,20000,2017,ram,2500,good,6,diesel,automatic,4wd,truck,20k-50k
others,29000,2016,chevrolet,silverado 1500 lt z71,good,5,gas,automatic,4wd,sedan,100k-150k
sacramento,12000,2012,audi,a4,good,5,gas,automatic,4wd,sedan,50k-100k
ft myers / SW florida,16000,2012,bmw,3 series,good,5,gas,automatic,rwd,convertible,50k-100k
baltimore,20000,2018,toyota,sienna awd,good,5,gas,automatic,fwd,other,20k-50k
others,20000,2012,toyota,camry,good,4,gas,automatic,fwd,sedan,100k-150k
ft myers / SW florida,21000,2016,toyota,avalon xle premium sedan,good,6,gas,other,fwd,sedan,20k-50k
others,34000,2017,ford,f150 xlt 4x4 1/2 ton gas,good,5,gas,automatic,4wd,truck,50k-100k
others,19000,2014,bmw,2 series 228i coupe 2d,good,5,gas,other,rwd,coupe,20k-50k
portland,20000,2017,gmc,sierra 3500 denali duramax,good,8,diesel,automatic,4wd,truck,100k-150k
south florida,22000,2019,others,500 pop hatchback 2d,good,5,other,other,fwd,hatchback,0-20k
others,16000,2012,bmw,550i,excellent,8,gas,automatic,rwd,sedan,50k-100k
others,14000,2015,chrysler,200 c,good,5,gas,automatic,fwd,sedan,50k-100k
tucson,30000,2019,ford,f150 regular cab xl pickup,good,6,other,other,4wd,pickup,0-20k
others,20000,2010,dodge,challenger,good,5,gas,automatic,rwd,coupe,100k-150k
others,18000,2012,toyota,tundra 4x4,excellent,8,gas,automatic,4wd,sedan,100k-150k
others,6000,2008,nissan,xterra,good,5,gas,automatic,4wd,SUV,150k-200k
others,40000,2020,ram,1500 crew cab big horn,good,6,gas,automatic,4wd,pickup,0-20k
others,20000,2022,others,outlander sel,excellent,4,gas,automatic,4wd,SUV,0-20k
others,12000,2014,chrysler,town & country,good,6,gas,automatic,4wd,sedan,50k-100k
des moines,17000,2014,nissan,armada platinum,good,5,other,automatic,4wd,other,150k-200k
others,9000,2010,honda,element ex 4x4,like new,4,gas,automatic,4wd,SUV,150k-200k
others,19000,2019,jeep,cherokee,good,5,gas,automatic,fwd,sedan,20k-50k
others,37000,2019,others,s60 t6 r-design sedan 4d,good,5,gas,other,4wd,sedan,0-20k
others,5000,2008,nissan,altima,good,5,gas,automatic,4wd,sedan,150k-200k
reno / tahoe,11000,2016,hyundai,accent,good,5,gas,automatic,4wd,sedan,100k-150k
others,4000,1985,ford,1985 corvette,good,8,gas,automatic,rwd,coupe,150k-200k
los angeles,8000,2013,ford,fuison,good,5,gas,automatic,4wd,sedan,100k-150k
rochester,9000,2011,chevrolet,equinox,good,5,gas,automatic,4wd,sedan,100k-150k
others,6000,2016,nissan,versa,good,4,gas,automatic,fwd,hatchback,50k-100k
others,12000,2013,toyota,avalon limited,good,6,gas,automatic,fwd,sedan,50k-100k
others,10000,2008,acura,mdx,excellent,6,gas,automatic,4wd,SUV,150k-200k
others,36000,2016,dodge,challenger r/t scat pack,good,5,other,other,rwd,coupe,0-20k
others,9000,2008,bmw,3-series,excellent,6,gas,automatic,rwd,sedan,50k-100k
others,5000,2008,others,lancer,good,4,gas,manual,fwd,sedan,100k-150k
"washington, DC",14000,2013,others,enclave premium,excellent,6,gas,automatic,4wd,SUV,100k-150k
portland,16000,2011,toyota,highlander,good,5,gas,automatic,4wd,wagon,100k-150k
las vegas,13000,2003,others,fx35,excellent,6,gas,automatic,4wd,SUV,50k-100k
"washington, DC",30000,2013,honda,odyssey,excellent,5,gas,automatic,4wd,mini-van,20k-50k
seattle-tacoma,20000,2012,honda,cr-v ex-l,good,4,gas,automatic,4wd,SUV,150k-200k
others,8000,2017,chevrolet,trax turbo,good,4,gas,automatic,fwd,SUV,20k-50k
others,18000,2005,jeep,wrangler,good,6,gas,automatic,4wd,SUV,50k-100k
atlanta,4000,2010,others,lacrosse cxl,good,5,gas,automatic,4wd,sedan,100k-150k
others,8000,2006,toyota,highlander hybrid limited,excellent,6,gas,automatic,fwd,SUV,150k-200k
others,10000,1937,ford,International,good,8,gas,automatic,rwd,pickup,0-20k
others,21000,2015,others,qx60,excellent,6,gas,automatic,4wd,wagon,50k-100k
portland,20000,2005,hyundai,elantra gls,good,4,gas,automatic,fwd,sedan,50k-100k
central NJ,3000,2002,honda,civic,good,4,gas,automatic,4wd,sedan,50k-100k
others,18000,2011,jeep,wrangler unlimited sport,good,6,gas,automatic,4wd,SUV,100k-150k
others,9000,2011,honda,civic lx,good,4,gas,automatic,fwd,sedan,20k-50k
sacramento,22000,2015,chevrolet,colorado lt,excellent,6,gas,automatic,rwd,pickup,50k-100k
others,24000,2018,jeep,compass,good,5,gas,automatic,4wd,SUV,20k-50k
others,20000,2001,subaru,legacy,good,4,gas,automatic,4wd,sedan,200k-300k
oklahoma city,8000,2003,chevrolet,silverado 2500,excellent,8,gas,automatic,rwd,truck,150k-200k
south jersey,4000,2007,volkswagen,passat,good,4,gas,automatic,fwd,sedan,100k-150k
others,33000,2019,dodge,challenger r/t coupe 2d,good,8,gas,other,rwd,coupe,0-20k
cincinnati,20000,2015,gmc,sierra 2500hd sle,excellent,8,gas,automatic,4wd,pickup,150k-200k
others,14000,2016,chrysler,town and country,good,5,gas,automatic,fwd,mini-van,100k-150k
others,5000,2005,ford,ranger xl,good,6,gas,automatic,4wd,sedan,200k-300k
others,4000,2006,nissan,murano,good,5,gas,automatic,4wd,sedan,150k-200k
others,30000,2012,jeep,wrangler unlimited rubicon,good,6,gas,automatic,4wd,other,100k-150k
others,20000,2015,others,sport,good,5,gas,automatic,4wd,SUV,50k-100k
south florida,5000,2006,subaru,outback 2.5i limited,good,5,gas,manual,4wd,sedan,150k-200k
denver,30000,2019,toyota,camry,good,4,gas,automatic,fwd,sedan,0-20k
milwaukee,20000,2010,toyota,yaris,good,5,gas,automatic,fwd,hatchback,0-20k
others,10000,1963,gmc,custom cab c20,good,5,gas,manual,4wd,sedan,50k-100k
others,20000,2002,nissan,frontier se,good,6,gas,manual,rwd,truck,200k-300k
columbus,37000,2019,dodge,charger,good,8,gas,automatic,rwd,sedan,0-20k
others,24000,2012,gmc,yukon,excellent,8,gas,automatic,4wd,SUV,50k-100k
others,7000,2006,jeep,liberty,good,6,gas,automatic,rwd,SUV,50k-100k
others,37000,2020,chevrolet,camaro lt1 coupe 2d,good,8,gas,manual,rwd,coupe,0-20k
others,19000,2019,ford,ecosport,good,5,gas,automatic,4wd,sedan,20k-50k
others,6000,2011,toyota,corolla,excellent,4,gas,automatic,fwd,sedan,100k-150k
portland,45000,2015,gmc,sierra 3500 hd denali,excellent,8,diesel,automatic,fwd,pickup,150k-200k
others,12000,2009,ford,f-150,excellent,8,gas,automatic,rwd,pickup,50k-100k
others,20000,2019,ford,explorer,good,6,gas,automatic,4wd,SUV,50k-100k
others,20000,2003,chrysler,town & country,fair,6,gas,automatic,fwd,mini-van,150k-200k
others,20000,2011,gmc,yukon,good,8,gas,automatic,4wd,SUV,150k-200k
others,16000,2012,chevrolet,suburban 1500,excellent,8,gas,automatic,4wd,SUV,150k-200k
columbus,24000,2018,nissan,rogue,good,4,gas,automatic,fwd,wagon,20k-50k
others,8000,2004,chevrolet,avalanche z71,good,5,gas,automatic,4wd,sedan,150k-200k
others,43000,2020,others,enclave avenir sport,good,5,other,other,fwd,SUV,20k-50k
central NJ,40000,2018,jeep,wrangler all new rubicon,good,5,other,other,4wd,SUV,20k-50k
others,4000,1999,ford,f-250 super duty,good,10,gas,automatic,4wd,pickup,200k-300k
others,4000,1992,chevrolet,silverado,good,8,gas,automatic,rwd,truck,200k-300k
jacksonville,14000,2014,ford,f-150 xl,excellent,8,gas,automatic,4wd,truck,150k-200k
others,6000,2010,lexus,hs 250h premium,good,4,gas,automatic,fwd,sedan,150k-200k
others,39000,2011,chevrolet,corvette grand sport,good,8,gas,other,rwd,other,20k-50k
others,20000,1999,gmc,yukon,good,8,gas,automatic,4wd,SUV,100k-150k
others,33000,2015,mercedes-benz,gla-class gla 45,good,5,gas,other,4wd,other,20k-50k
oklahoma city,20000,2021,chevrolet,silverado 3500 hd ltz,new,8,diesel,automatic,4wd,truck,0-20k
milwaukee,9000,2009,ford,edge,excellent,5,gas,automatic,4wd,SUV,100k-150k
others,18000,2017,ford,c-max hybrid titanium wagon,good,5,gas,other,fwd,wagon,20k-50k
las vegas,36000,2016,ford,f-150,good,8,gas,automatic,4wd,pickup,50k-100k
others,20000,2020,chevrolet,silverado 2500hd high,good,8,diesel,automatic,4wd,pickup,0-20k
tampa bay area,17000,2013,others,xf,good,5,gas,automatic,rwd,sedan,50k-100k
dallas / fort worth,4000,2003,toyota,corolla,excellent,4,gas,automatic,4wd,sedan,150k-200k
others,5000,2009,hyundai,santa fe,excellent,5,gas,automatic,4wd,sedan,100k-150k
SF bay area,20000,2013,acura,mdx,good,6,gas,automatic,4wd,SUV,50k-100k
south florida,10000,2016,kia,soul,good,4,gas,automatic,fwd,wagon,50k-100k
others,17000,2010,cadillac,escalade,good,5,gas,automatic,4wd,sedan,150k-200k
others,22000,2015,jeep,cherokee limited,excellent,6,gas,automatic,4wd,SUV,0-20k
others,35000,2010,chevrolet,corvette coupe 2d,good,8,gas,other,rwd,coupe,0-20k
orlando,30000,1982,others,280zx,good,6,gas,manual,rwd,hatchback,50k-100k
others,8000,2011,bmw,328i,good,6,gas,automatic,rwd,sedan,100k-150k
others,7000,2010,toyota,rav4,good,5,gas,automatic,4wd,sedan,200k-300k
"washington, DC",25000,2019,acura,ilx premium pkg sedan 4d,good,5,other,other,fwd,sedan,0-20k
others,19000,2007,bmw,m6,good,10,gas,automatic,rwd,convertible,50k-100k
others,20000,2020,chevrolet,silverado 3500hd,good,8,diesel,automatic,4wd,truck,0-20k
others,13000,2008,ford,f150 xl,good,5,gas,automatic,4wd,sedan,50k-100k
spokane / coeur d'alene,40000,2018,audi,sq5,good,6,gas,automatic,4wd,SUV,20k-50k
others,8000,2007,gmc,yukon,good,5,gas,automatic,4wd,sedan,100k-150k
baltimore,17000,2017,jeep,compass,good,4,gas,automatic,fwd,SUV,20k-50k
others,4000,1994,chevrolet,silverado,good,8,gas,manual,4wd,pickup,200k-300k
others,10000,2011,others,mazda3,good,4,gas,automatic,fwd,sedan,100k-150k
others,48000,2018,bmw,7 series 750i sedan 4d,good,5,other,automatic,rwd,sedan,20k-50k
tucson,20000,2017,honda,accord sport,good,5,gas,automatic,4wd,sedan,50k-100k
others,35000,2019,acura,rdx sh-awd sport utility,good,5,other,other,4wd,SUV,0-20k
atlanta,20000,2018,ram,pickup 2500,good,6,diesel,automatic,4wd,truck,50k-100k
others,20000,2005,chrysler,sebring,like new,6,gas,automatic,fwd,sedan,100k-150k
detroit metro,23000,2012,others,cayenne,excellent,5,gas,automatic,4wd,SUV,50k-100k
others,24000,1978,others,redbird,excellent,8,gas,manual,rwd,convertible,50k-100k
others,8000,2008,bmw,x5,good,5,gas,automatic,4wd,sedan,150k-200k
others,20000,2014,dodge,grand caravan,good,5,gas,manual,4wd,sedan,100k-150k
ft myers / SW florida,15000,2012,honda,odyssey ex-l,excellent,6,gas,automatic,fwd,mini-van,50k-100k
houston,20000,2018,others,qx30,good,5,gas,automatic,fwd,hatchback,50k-100k
south jersey,17000,2011,gmc,sierra 1500 regular cab work,good,6,gas,other,4wd,pickup,20k-50k
"washington, DC",18000,2017,nissan,rogue,good,5,gas,automatic,4wd,sedan,50k-100k
denver,39000,2018,others,q50,good,6,gas,automatic,4wd,sedan,20k-50k
others,20000,2016,hyundai,genesis coupe ultimate,good,6,gas,automatic,rwd,coupe,150k-200k
baltimore,34000,2014,gmc,sierra 1500 crew cab slt,good,8,gas,other,4wd,pickup,50k-100k
ft myers / SW florida,50000,2013,chevrolet,camaro,good,8,gas,manual,rwd,coupe,0-20k
others,20000,2007,volkswagen,new beetle,good,0,gas,automatic,fwd,convertible,50k-100k
pittsburgh,25000,2018,subaru,legacy 2.5i limited sedan,good,5,gas,other,4wd,sedan,0-20k
des moines,20000,2015,hyundai,sonata,excellent,4,gas,automatic,fwd,sedan,50k-100k
austin,38000,2019,chevrolet,silverado 1500 lt automatic,good,5,gas,automatic,rwd,pickup,0-20k
others,33000,2019,dodge,challenger,good,6,gas,automatic,rwd,coupe,20k-50k
"kansas city, MO",20000,1955,ford,f250 step side,excellent,8,gas,manual,rwd,truck,0-20k
others,30000,2017,ford,expedition xlt sport,good,6,gas,other,4wd,SUV,50k-100k
others,22000,2018,others,outlander phev sel,good,5,other,other,4wd,SUV,20k-50k
others,28000,2016,mercedes-benz,gle,excellent,5,gas,automatic,rwd,SUV,50k-100k
others,7000,2000,toyota,tacoma prerunner,good,5,gas,automatic,4wd,sedan,150k-200k
others,9000,2010,bmw,328xi xdrive coupe,good,5,gas,automatic,4wd,sedan,100k-150k
others,21000,2015,volkswagen,eos komfort,good,5,gas,automatic,fwd,convertible,20k-50k
others,14000,2016,kia,optima ex,excellent,4,gas,automatic,fwd,sedan,100k-150k
new york city,9000,2016,volkswagen,jetta,good,4,gas,manual,4wd,sedan,50k-100k
others,4000,2005,chrysler,pacifica limited,good,6,gas,automatic,fwd,SUV,100k-150k
others,7000,2010,toyota,scion xd,good,5,gas,automatic,fwd,hatchback,100k-150k
others,20000,2014,mercedes-benz,benz e350,excellent,6,gas,automatic,4wd,sedan,50k-100k
dallas / fort worth,11000,2014,chevrolet,malibu,good,4,gas,automatic,fwd,sedan,100k-150k
others,6000,2007,others,xc70,good,5,gas,automatic,4wd,sedan,100k-150k
SF bay area,25000,2018,subaru,wrx sedan 4d,good,5,gas,other,4wd,sedan,20k-50k
others,20000,2017,ford,f350 diesel power stroke,good,5,diesel,automatic,4wd,truck,20k-50k
others,20000,2006,volkswagen,jetta,excellent,6,gas,automatic,fwd,sedan,150k-200k
others,9000,2010,ford,fusion,good,5,gas,automatic,fwd,sedan,100k-150k
others,11000,2011,ford,ranger extended cab 4x4,good,6,gas,automatic,4wd,truck,100k-150k
others,6000,2013,chrysler,200,excellent,4,gas,automatic,fwd,sedan,100k-150k
"st louis, MO",7000,2001,ford,explorer sport trac 4x4,excellent,6,gas,automatic,4wd,sedan,100k-150k
others,20000,2008,kia,spectra ex,good,5,gas,automatic,4wd,sedan,100k-150k
others,4000,2003,subaru,forester,good,5,gas,automatic,4wd,other,150k-200k
minneapolis / st paul,35000,1928,ford,1928 Pierce Arrow Model 81,excellent,6,gas,manual,rwd,coupe,20k-50k
tampa bay area,24000,2018,ford,mustang,good,4,gas,automatic,rwd,convertible,20k-50k
others,12000,2011,subaru,forester 2.5x premium,good,4,gas,automatic,4wd,SUV,50k-100k
others,12000,2017,toyota,corolla,excellent,4,gas,automatic,fwd,sedan,50k-100k
pittsburgh,28000,2020,subaru,wrx sedan 4d,good,5,gas,other,4wd,sedan,0-20k
others,20000,2014,mercedes-benz,cla-class,good,4,gas,automatic,fwd,sedan,50k-100k
others,10000,2013,toyota,prius two hatchback 4d,excellent,4,hybrid,automatic,4wd,other,100k-150k
others,4000,2014,ford,Yamaha yzf,excellent,5,gas,manual,4wd,offroad,0-20k
sacramento,20000,2020,chevrolet,kodiak,good,5,diesel,automatic,4wd,sedan,0-20k
south florida,20000,2005,nissan,f-150,good,4,gas,automatic,fwd,sedan,150k-200k
colorado springs,14000,2012,subaru,outback,good,5,gas,automatic,4wd,wagon,100k-150k
others,13000,2008,jeep,wrangler x,good,5,gas,automatic,4wd,sedan,150k-200k
others,25000,2015,ford,explorer sport suv 4d,good,6,gas,automatic,4wd,SUV,50k-100k
spokane / coeur d'alene,20000,2020,chevrolet,silverado diesel 3500,good,5,diesel,automatic,4wd,truck,0-20k
others,26000,2016,ram,1500,good,5,gas,automatic,fwd,pickup,20k-50k
ft myers / SW florida,40000,2020,subaru,wrx sti sedan 4d,good,5,gas,other,4wd,sedan,0-20k
reno / tahoe,8000,2015,chevrolet,cruze ls,good,4,gas,manual,4wd,sedan,50k-100k
others,20000,2020,ford,f450,like new,8,diesel,automatic,4wd,truck,20k-50k
others,20000,2007,bmw,328i,good,5,gas,automatic,4wd,sedan,150k-200k
atlanta,24000,2018,others,clubman cooper s hatchback,good,5,gas,other,fwd,hatchback,20k-50k
central NJ,20000,2000,cadillac,escalade,good,8,gas,automatic,4wd,sedan,150k-200k
others,18000,2012,others,g g37x sedan 4d,good,5,other,automatic,4wd,sedan,50k-100k
jacksonville,9000,2011,chevrolet,silverado 1500 - z-71,good,5,gas,automatic,4wd,sedan,200k-300k
others,40000,2015,ram,power wagon 2500 slt,good,5,gas,automatic,4wd,sedan,100k-150k
atlanta,13000,2013,honda,accord,good,4,gas,automatic,fwd,sedan,50k-100k
dallas / fort worth,5000,2002,ford,f-150,good,8,gas,automatic,rwd,truck,200k-300k
orlando,6000,2012,kia,rio ex,excellent,5,gas,automatic,fwd,sedan,150k-200k
others,11000,2013,ford,edge sel,good,5,gas,automatic,4wd,sedan,150k-200k
others,24000,2017,audi,a4 premium sedan 4d,good,5,gas,other,4wd,sedan,20k-50k
others,36000,2015,chevrolet,silverado ltz 1500,good,5,gas,automatic,4wd,sedan,0-20k
others,30000,2016,ford,expedition el,good,6,gas,automatic,4wd,SUV,50k-100k
others,20000,2014,ford,f550 4x4,good,5,diesel,other,4wd,other,0-20k
cincinnati,16000,2016,jeep,cherokee latitude,excellent,6,gas,automatic,4wd,SUV,50k-100k
others,16000,2015,ford,edge,good,5,gas,automatic,fwd,SUV,50k-100k
atlanta,20000,2014,dodge,avenger,excellent,6,gas,automatic,fwd,sedan,50k-100k
dallas / fort worth,18000,2018,subaru,crosstrek limited,like new,4,gas,automatic,4wd,SUV,20k-50k
des moines,23000,2013,mercedes-benz,gl450 4matic 4wd l,good,5,gas,automatic,4wd,sedan,50k-100k
others,8000,2006,toyota,4runner limited,good,5,gas,automatic,4wd,sedan,200k-300k
others,4000,1988,gmc,gmt-400,good,5,gas,manual,4wd,pickup,200k-300k
others,5000,2007,others,torrent,good,5,gas,automatic,4wd,sedan,100k-150k
SF bay area,20000,2012,others,g,good,5,gas,manual,rwd,sedan,0-20k
others,27000,2016,ford,f150 regular cab xl pickup,good,6,gas,other,4wd,pickup,0-20k
orange county,29000,2016,ford,focus rs,excellent,4,gas,manual,4wd,hatchback,50k-100k
others,20000,2014,chevrolet,silverado 2500,good,5,gas,automatic,4wd,sedan,50k-100k
others,4000,2004,ford,explorer,good,6,gas,automatic,4wd,SUV,150k-200k
north jersey,6000,2012,nissan,altima coupe,excellent,5,gas,automatic,4wd,sedan,100k-150k
los angeles,19000,2018,subaru,impreza 2.0i sedan 4d,good,5,gas,other,4wd,sedan,20k-50k
others,34000,2016,ford,f-150,good,5,gas,automatic,4wd,pickup,100k-150k
others,5000,2011,subaru,legacy,excellent,4,gas,automatic,4wd,other,100k-150k
others,11000,2006,lexus,is 350,excellent,6,gas,automatic,rwd,sedan,150k-200k
others,30000,2016,jeep,wrangler unlimited sport 4wd,good,5,gas,manual,4wd,SUV,50k-100k
others,20000,2012,mercedes-benz,gl-class,good,5,gas,automatic,4wd,SUV,50k-100k
jacksonville,32000,2013,toyota,tundra double cab pickup,good,8,gas,other,4wd,pickup,50k-100k
des moines,20000,2012,subaru,outback,excellent,4,gas,manual,4wd,wagon,100k-150k
others,14000,1999,ford,INTERNATIONAL 4700,excellent,8,diesel,manual,rwd,truck,50k-100k
others,18000,2010,cadillac,escalade hybrid,excellent,8,hybrid,automatic,4wd,SUV,50k-100k
nashville,13000,2008,ford,f150 xl,good,5,gas,automatic,4wd,sedan,50k-100k
others,23000,2008,ford,f450 xl,good,5,gas,automatic,4wd,sedan,50k-100k
others,30000,2016,ford,f350 super duty regular cab & chassis,good,8,diesel,automatic,4wd,other,150k-200k
others,20000,2016,toyota,tundra,good,8,gas,automatic,4wd,truck,20k-50k
others,11000,2018,nissan,kicks,good,4,gas,automatic,fwd,SUV,50k-100k
others,45000,2020,acura,mdx sh-awd w/technology,good,6,gas,other,4wd,SUV,0-20k
others,14000,1930,ford,model a,good,5,gas,manual,4wd,sedan,100k-150k
others,40000,2016,ford,f-250 super duty 4x2 2dr re,good,5,gas,automatic,4wd,sedan,20k-50k
others,9000,2012,kia,optima,good,5,gas,automatic,4wd,sedan,100k-150k
others,20000,2004,gmc,envoy,good,5,gas,automatic,4wd,sedan,150k-200k
others,20000,2002,chevrolet,suburban,excellent,5,gas,automatic,4wd,sedan,200k-300k
pittsburgh,34000,2018,ford,f150 super cab xlt pickup,good,5,other,other,4wd,pickup,20k-50k
others,23000,2014,ram,1500,like new,8,gas,automatic,4wd,pickup,100k-150k
others,5000,2008,others,g6,excellent,6,gas,automatic,fwd,sedan,100k-150k
SF bay area,10000,2011,others,cx-7,good,4,gas,automatic,fwd,SUV,50k-100k
boston,7000,2007,toyota,rav4,good,5,gas,automatic,4wd,sedan,100k-150k
others,20000,2005,ford,escape,fair,6,gas,automatic,4wd,SUV,150k-200k
others,8000,2014,ford,MAXIMA,good,5,gas,automatic,4wd,sedan,100k-150k
others,33000,2015,chevrolet,suburban ltz 1500,excellent,8,gas,automatic,4wd,SUV,100k-150k
